,id,listing_url,host_id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,price_range,Commune nom
91387,1192595749613010131,https://www.airbnb.com/rooms/1192595749613010131,124259008,100,f,Passy,48.85004164745729,2.272340883881816,Entire home/apt,4,1.0,1.0,2.0,156.0,2,30,t,3,5.0,Fair,Paris 16ème
91390,1192603827300683462,https://www.airbnb.com/rooms/1192603827300683462,23773451,100,f,Bourse,48.87059,2.34636,Entire home/apt,6,1.0,2.0,3.0,294.0,2,365,t,3,5.0,Premium,Paris 2ème
91393,1193314918218172172,https://www.airbnb.com/rooms/1193314918218172172,587403689,100,f,Vaugirard,48.85101,2.29044,Entire home/apt,2,1.0,1.0,1.0,142.0,1,1125,t,1,5.0,Fair,Paris 15ème
91396,1193323020563492160,https://www.airbnb.com/rooms/1193323020563492160,575561655,100,f,Gobelins,48.83147,2.34137,Entire home/apt,3,1.0,0.0,2.0,91.0,3,30,t,2,5.0,Low-cost,Paris 13ème
91398,1193337534010156335,https://www.airbnb.com/rooms/1193337534010156335,195579169,100,f,Vaugirard,48.83442230344414,2.288606479549736,Entire home/apt,6,1.0,1.0,3.0,138.0,3,365,t,2,5.0,Fair,Paris 15ème
91400,1193338799678456707,https://www.airbnb.com/rooms/1193338799678456707,346911170,100,f,Reuilly,48.8389833,2.3980286,Private room,1,1.0,1.0,1.0,64.0,1,365,t,10,5.0,Low-cost,Paris 12ème
91402,1193343836816792906,https://www.airbnb.com/rooms/1193343836816792906,583022823,100,f,Passy,48.8655871,2.2838306,Entire home/apt,2,1.0,0.0,1.0,99.0,1,30,t,1,5.0,Low-cost,Paris 16ème
91403,1192895014914527369,https://www.airbnb.com/rooms/1192895014914527369,109369273,100,f,Passy,48.86020629999999,2.2797317,Entire home/apt,4,1.0,2.0,2.0,240.0,1,120,t,1,5.0,Fair,Paris 16ème
91405,1192915754961047443,https://www.airbnb.com/rooms/1192915754961047443,157072023,100,f,Buttes-Chaumont,48.88847,2.37056,Entire home/apt,3,1.0,2.0,1.0,68.0,1,1125,t,1,5.0,Low-cost,Paris 19ème
91406,1192937535368557513,https://www.airbnb.com/rooms/1192937535368557513,354726113,100,t,Vaugirard,48.8503841,2.2969144,Entire home/apt,5,1.0,1.0,3.0,203.0,2,365,t,6,5.0,Fair,Paris 15ème
91407,1192938854168527287,https://www.airbnb.com/rooms/1192938854168527287,587300203,100,f,Temple,48.86701886723144,2.360747270286083,Entire home/apt,5,1.0,2.0,4.0,243.0,3,365,t,1,5.0,Fair,Paris 3ème
91420,1193355279880285736,https://www.airbnb.com/rooms/1193355279880285736,1743852,100,f,Ménilmontant,48.87239,2.40023,Private room,1,1.0,1.0,1.0,40.0,5,365,t,3,5.0,Low-cost,Paris 20ème
91452,1193373640551264260,https://www.airbnb.com/rooms/1193373640551264260,586642500,100,f,Entrepôt,48.872839,2.357104,Entire home/apt,4,1.0,1.0,2.0,156.0,1,1125,t,2,5.0,Fair,Paris 10ème
91457,1192640493569685050,https://www.airbnb.com/rooms/1192640493569685050,488627493,100,f,Hôtel-de-Ville,48.8511563,2.3580441,Entire home/apt,2,1.0,1.0,1.0,184.0,1,365,t,8,5.0,Fair,Paris 4ème
91460,1192645393498489911,https://www.airbnb.com/rooms/1192645393498489911,586044455,100,f,Vaugirard,48.84028079038573,2.286172042327892,Entire home/apt,3,1.0,1.0,2.0,195.0,1,90,t,1,5.0,Fair,Paris 15ème
91461,1192648467989837081,https://www.airbnb.com/rooms/1192648467989837081,586640611,100,f,Observatoire,48.827067,2.329136,Entire home/apt,2,1.0,0.0,1.0,115.0,1,1125,t,1,5.0,Fair,Paris 14ème
91462,1192654106220241242,https://www.airbnb.com/rooms/1192654106220241242,137928743,100,f,Opéra,48.87417653423149,2.3307468776953333,Entire home/apt,2,1.0,1.0,1.0,99.0,1,365,t,4,5.0,Low-cost,Paris 9ème
91465,1193244616746590826,https://www.airbnb.com/rooms/1193244616746590826,586050900,100,f,Panthéon,48.851564,2.348817,Entire home/apt,6,2.0,2.0,3.0,250.0,1,1125,t,2,5.0,Premium,Paris 5ème
91511,1193272188238461382,https://www.airbnb.com/rooms/1193272188238461382,587265049,100,f,Buttes-Chaumont,48.8746,2.38232,Entire home/apt,2,1.0,1.0,1.0,180.0,1,1125,t,3,5.0,Fair,Paris 19ème
91513,1192690079636314300,https://www.airbnb.com/rooms/1192690079636314300,581444083,100,f,Louvre,48.8603834032687,2.3485834720107763,Entire home/apt,2,1.0,1.0,1.0,195.0,3,15,t,1,5.0,Fair,Paris 1er
91533,1193277471841679339,https://www.airbnb.com/rooms/1193277471841679339,581644706,100,f,Entrepôt,48.869213,2.362699,Entire home/apt,4,1.0,2.0,2.0,216.0,1,1125,t,2,5.0,Fair,Paris 10ème
91534,1193280733853045063,https://www.airbnb.com/rooms/1193280733853045063,72063648,100,t,Ménilmontant,48.853218165015534,2.408178400130732,Entire home/apt,6,1.0,2.0,3.0,165.0,2,365,t,1,5.0,Fair,Paris 20ème
91538,1193424210423677706,https://www.airbnb.com/rooms/1193424210423677706,255647011,100,f,Luxembourg,48.85202,2.33643,Entire home/apt,2,1.0,0.0,1.0,1170.0,30,365,t,1,5.0,Luxury,Paris 6ème
91546,1193295952017141159,https://www.airbnb.com/rooms/1193295952017141159,578780198,100,f,Vaugirard,48.841060588730095,2.3053248876926817,Entire home/apt,4,1.0,1.0,2.0,157.0,3,30,t,3,5.0,Fair,Paris 15ème
91547,1193297162686121873,https://www.airbnb.com/rooms/1193297162686121873,195579169,100,f,Vaugirard,48.833895158168055,2.290098172544593,Entire home/apt,8,2.5,3.0,4.0,178.0,3,365,t,1,5.0,Fair,Paris 15ème
91560,1193592979274265401,https://www.airbnb.com/rooms/1193592979274265401,29267396,100,f,Popincourt,48.857551,2.3817789,Entire home/apt,2,1.0,1.0,1.0,165.0,2,120,t,6,5.0,Fair,Paris 11ème
91562,1193304339043475023,https://www.airbnb.com/rooms/1193304339043475023,335998296,100,f,Temple,48.86343,2.35744,Entire home/apt,4,1.0,1.0,2.0,170.0,2,45,t,1,5.0,Fair,Paris 3ème
91567,1193447067212687088,https://www.airbnb.com/rooms/1193447067212687088,586024508,100,f,Buttes-Montmartre,48.89111695745787,2.3520166961856974,Entire home/apt,3,1.0,1.0,2.0,79.0,2,30,t,2,5.0,Low-cost,Paris 18ème
91607,1194199449260387352,https://www.airbnb.com/rooms/1194199449260387352,161480160,100,f,Opéra,48.8730906,2.3444712,Entire home/apt,2,1.0,1.0,1.0,121.0,1,365,t,2,5.0,Fair,Paris 9ème
91611,1194221205575555350,https://www.airbnb.com/rooms/1194221205575555350,146754763,100,f,Buttes-Montmartre,48.88412,2.34451,Entire home/apt,4,1.0,3.0,3.0,106.0,1,365,t,2,5.0,Fair,Paris 18ème
91617,1193933585171500350,https://www.airbnb.com/rooms/1193933585171500350,238483475,99,t,Popincourt,48.862738449324524,2.383523935237873,Entire home/apt,8,2.0,3.0,4.0,243.0,3,1125,t,1,5.0,Fair,Paris 11ème
91622,1193951657645994319,https://www.airbnb.com/rooms/1193951657645994319,587621037,100,f,Observatoire,48.83157,2.31354,Entire home/apt,2,1.0,0.0,1.0,120.0,1,1125,t,1,5.0,Fair,Paris 14ème
91630,1193523746505089222,https://www.airbnb.com/rooms/1193523746505089222,587488710,100,f,Vaugirard,48.84348079999999,2.2960804,Entire home/apt,6,2.5,2.0,3.0,329.0,2,90,t,1,5.0,Premium,Paris 15ème
91634,1194863019035163765,https://www.airbnb.com/rooms/1194863019035163765,568194355,100,f,Opéra,48.87207671611775,2.32868364462101,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,2,5.0,Fair,Paris 9ème
91637,1194863163525829360,https://www.airbnb.com/rooms/1194863163525829360,568194355,100,f,Opéra,48.87040436757166,2.328406622984161,Entire home/apt,4,1.0,1.0,2.0,255.0,1,45,t,1,5.0,Premium,Paris 9ème
91638,1194863300410960727,https://www.airbnb.com/rooms/1194863300410960727,568194355,100,f,Opéra,48.87051175244527,2.3271398457266947,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,4,5.0,Fair,Paris 9ème
91641,1194863702763035216,https://www.airbnb.com/rooms/1194863702763035216,568194355,100,f,Opéra,48.871309,2.3277383,Entire home/apt,8,2.0,2.0,4.0,537.0,1,45,t,1,5.0,Luxury,Paris 9ème
91643,1194864013641229797,https://www.airbnb.com/rooms/1194864013641229797,568194355,100,f,Opéra,48.87214351326668,2.32824407858412,Entire home/apt,4,1.0,1.0,2.0,264.0,1,45,t,4,5.0,Premium,Paris 9ème
91644,1194864168317161582,https://www.airbnb.com/rooms/1194864168317161582,568194355,100,f,Opéra,48.87248,2.32666,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,3,5.0,Fair,Paris 9ème
91645,1194864320849694457,https://www.airbnb.com/rooms/1194864320849694457,568194355,100,f,Opéra,48.870695619340616,2.3287143931084757,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,1,5.0,Fair,Paris 9ème
91651,1193971932191655319,https://www.airbnb.com/rooms/1193971932191655319,587626463,100,f,Louvre,48.86457,2.34394,Entire home/apt,4,1.0,1.0,3.0,220.0,1,365,t,1,5.0,Fair,Paris 1er
91660,1194864448514978262,https://www.airbnb.com/rooms/1194864448514978262,568194355,100,f,Opéra,48.87233,2.3288,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,2,5.0,Fair,Paris 9ème
91672,1194341984242133676,https://www.airbnb.com/rooms/1194341984242133676,586904097,100,f,Gobelins,48.82345905244127,2.3532863885490847,Private room,2,1.0,1.0,1.0,43.0,2,365,t,3,5.0,Low-cost,Paris 13ème
91678,1194007934527102969,https://www.airbnb.com/rooms/1194007934527102969,587633946,100,f,Ménilmontant,48.87239,2.38013,Entire home/apt,7,1.0,3.0,3.0,163.0,1,365,t,1,5.0,Fair,Paris 20ème
91686,1194387508885083765,https://www.airbnb.com/rooms/1194387508885083765,566223136,100,f,Ménilmontant,48.85571166512193,2.404452860355377,Entire home/apt,4,1.0,1.0,1.0,80.0,2,365,t,1,5.0,Low-cost,Paris 20ème
91698,1194953872856648997,https://www.airbnb.com/rooms/1194953872856648997,587939550,100,f,Reuilly,48.84644,2.38775,Entire home/apt,2,1.0,1.0,1.0,107.0,2,365,t,3,5.0,Fair,Paris 12ème
91699,1194970982150546930,https://www.airbnb.com/rooms/1194970982150546930,420924727,100,f,Buttes-Chaumont,48.89020658868995,2.3812180984056703,Entire home/apt,4,1.0,2.0,3.0,75.0,3,365,t,2,5.0,Low-cost,Paris 19ème
91703,1194432147315570259,https://www.airbnb.com/rooms/1194432147315570259,502472006,100,f,Vaugirard,48.84049808323559,2.291406984410876,Entire home/apt,2,1.0,0.0,1.0,49.0,1,365,t,10,5.0,Low-cost,Paris 15ème
91704,1194533804386449157,https://www.airbnb.com/rooms/1194533804386449157,290970092,100,f,Vaugirard,48.851793,2.285696,Entire home/apt,6,2.5,3.0,4.0,430.0,2,30,t,3,5.0,Premium,Paris 15ème
91706,1194026267186507547,https://www.airbnb.com/rooms/1194026267186507547,447194422,100,f,Palais-Bourbon,48.85643,2.32577,Entire home/apt,2,1.0,1.0,1.0,141.0,2,365,t,7,5.0,Fair,Paris 7ème
91709,1194058010019825286,https://www.airbnb.com/rooms/1194058010019825286,436103373,100,f,Temple,48.86066,2.36683,Entire home/apt,2,1.0,1.0,1.0,120.0,2,365,t,5,5.0,Fair,Paris 3ème
91724,1194098001023078516,https://www.airbnb.com/rooms/1194098001023078516,435206478,99,t,Buttes-Montmartre,48.89309491825317,2.3440736532211304,Entire home/apt,3,1.0,1.0,2.0,80.0,2,1125,t,1,5.0,Low-cost,Paris 18ème
91734,1195105734059832593,https://www.airbnb.com/rooms/1195105734059832593,372402680,100,f,Buttes-Montmartre,48.8941828,2.3528623,Entire home/apt,3,1.0,1.0,2.0,70.0,2,45,t,4,5.0,Low-cost,Paris 18ème
91740,1194702643710325540,https://www.airbnb.com/rooms/1194702643710325540,176403305,99,t,Buttes-Chaumont,48.8970821,2.3846025,Entire home/apt,4,1.0,1.0,1.0,63.0,2,365,t,4,5.0,Low-cost,Paris 19ème
91751,1194123410253975883,https://www.airbnb.com/rooms/1194123410253975883,20396848,100,f,Élysée,48.86678756504279,2.3110760159779296,Entire home/apt,4,1.0,1.0,2.0,200.0,2,30,t,2,5.0,Fair,Paris 8ème
91764,1195423050335617146,https://www.airbnb.com/rooms/1195423050335617146,27910881,100,f,Popincourt,48.8581782,2.3778022,Entire home/apt,2,1.0,1.0,1.0,70.0,2,365,t,1,5.0,Low-cost,Paris 11ème
91769,1194132826231504976,https://www.airbnb.com/rooms/1194132826231504976,5483971,100,f,Hôtel-de-Ville,48.859502,2.3503935,Entire home/apt,2,1.0,1.0,1.0,152.0,1,365,t,5,5.0,Fair,Paris 4ème
91784,1194774000217586796,https://www.airbnb.com/rooms/1194774000217586796,568194355,100,f,Opéra,48.87029309785311,2.328232366814843,Entire home/apt,4,1.0,1.0,2.0,251.0,1,45,t,1,5.0,Premium,Paris 9ème
91806,1195731227711241317,https://www.airbnb.com/rooms/1195731227711241317,512197521,100,t,Panthéon,48.84121,2.36019,Entire home/apt,3,1.0,1.0,2.0,240.0,20,60,t,1,5.0,Fair,Paris 5ème
91810,1194794235053624768,https://www.airbnb.com/rooms/1194794235053624768,568194355,100,f,Opéra,48.871309,2.3277383,Entire home/apt,6,2.0,2.0,3.0,332.0,1,45,t,3,5.0,Premium,Paris 9ème
91812,1194795006999203082,https://www.airbnb.com/rooms/1194795006999203082,568194355,100,f,Opéra,48.87228045332413,2.3271120969947856,Entire home/apt,4,1.0,1.0,2.0,242.0,1,45,t,2,5.0,Fair,Paris 9ème
91824,1194795653917648943,https://www.airbnb.com/rooms/1194795653917648943,568194355,100,f,Opéra,48.871309,2.3277383,Entire home/apt,4,1.0,1.0,2.0,226.0,1,45,t,1,5.0,Fair,Paris 9ème
91827,1194796067090526494,https://www.airbnb.com/rooms/1194796067090526494,568194355,100,f,Opéra,48.87236613325853,2.3269162725392247,Entire home/apt,4,1.0,1.0,2.0,277.0,1,45,t,2,5.0,Premium,Paris 9ème
91830,1194797097189150708,https://www.airbnb.com/rooms/1194797097189150708,568194355,100,f,Opéra,48.872266896356166,2.3281768776421234,Entire home/apt,4,1.0,1.0,2.0,251.0,1,45,t,2,5.0,Premium,Paris 9ème
91831,1194797782056935684,https://www.airbnb.com/rooms/1194797782056935684,568194355,100,f,Opéra,48.87033635941327,2.3285472495227717,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,2,5.0,Fair,Paris 9ème
91832,1194797981753692006,https://www.airbnb.com/rooms/1194797981753692006,568194355,100,f,Opéra,48.871309,2.3277383,Entire home/apt,6,1.0,2.0,3.0,332.0,1,45,t,3,5.0,Premium,Paris 9ème
91833,1194798178649624478,https://www.airbnb.com/rooms/1194798178649624478,568194355,100,f,Opéra,48.871309,2.3277383,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,3,5.0,Fair,Paris 9ème
91837,1195753711283859870,https://www.airbnb.com/rooms/1195753711283859870,246927706,100,f,Vaugirard,48.8512,2.29092,Entire home/apt,4,1.0,1.0,2.0,150.0,2,1125,t,11,5.0,Fair,Paris 15ème
91841,1195772636583197812,https://www.airbnb.com/rooms/1195772636583197812,33495291,100,f,Gobelins,48.83612988690618,2.3459579895820046,Private room,4,1.0,1.0,4.0,167.0,2,9,t,2,5.0,Fair,Paris 13ème
91865,1195817973425079919,https://www.airbnb.com/rooms/1195817973425079919,462675885,99,t,Élysée,48.8733133,2.3176178,Entire home/apt,6,2.0,3.0,3.0,437.0,2,365,t,1,5.0,Premium,Paris 8ème
91867,1195882167266710375,https://www.airbnb.com/rooms/1195882167266710375,9813395,100,f,Reuilly,48.845515,2.392023,Entire home/apt,8,1.0,3.0,4.0,239.0,2,365,t,4,5.0,Fair,Paris 12ème
91878,1195672101903479270,https://www.airbnb.com/rooms/1195672101903479270,78752942,100,t,Buttes-Montmartre,48.89150601082035,2.34776571393013,Entire home/apt,4,1.0,1.0,2.0,100.0,1,365,t,2,5.0,Fair,Paris 18ème
91885,1194858132873781519,https://www.airbnb.com/rooms/1194858132873781519,75161009,100,t,Entrepôt,48.87438,2.35622,Private room,4,1.0,1.0,2.0,131.0,3,32,t,3,5.0,Fair,Paris 10ème
91890,1196127479839690513,https://www.airbnb.com/rooms/1196127479839690513,564048770,100,f,Luxembourg,48.845614975713886,2.3206091561291897,Entire home/apt,4,1.0,1.0,2.0,209.0,1,365,t,8,5.0,Fair,Paris 6ème
91891,1196131295071019269,https://www.airbnb.com/rooms/1196131295071019269,564048770,100,f,Luxembourg,48.84581439288692,2.321227312631035,Entire home/apt,4,1.0,1.0,2.0,214.0,1,365,t,8,5.0,Fair,Paris 6ème
91895,1196135046129883195,https://www.airbnb.com/rooms/1196135046129883195,50978178,99,f,Louvre,48.86643,2.32528,Entire home/apt,3,1.0,1.0,1.0,197.0,1,365,t,2,5.0,Fair,Paris 1er
91898,1194861883543318227,https://www.airbnb.com/rooms/1194861883543318227,568194355,100,f,Opéra,48.871309,2.3277383,Entire home/apt,4,1.0,1.0,2.0,248.0,1,45,t,2,5.0,Fair,Paris 9ème
91899,1194862052076737096,https://www.airbnb.com/rooms/1194862052076737096,568194355,100,f,Opéra,48.870375543442506,2.327092982774728,Entire home/apt,4,1.0,1.0,2.0,242.0,1,45,t,4,5.0,Fair,Paris 9ème
91901,1194862217647480850,https://www.airbnb.com/rooms/1194862217647480850,568194355,100,f,Opéra,48.87077,2.32692,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,1,5.0,Fair,Paris 9ème
91902,1194862356474556740,https://www.airbnb.com/rooms/1194862356474556740,568194355,100,f,Opéra,48.87216,2.32866,Entire home/apt,4,1.0,1.0,2.0,313.0,1,45,t,3,5.0,Premium,Paris 9ème
91903,1194862582566215548,https://www.airbnb.com/rooms/1194862582566215548,568194355,100,f,Opéra,48.87092,2.3289,Entire home/apt,4,1.0,1.0,2.0,224.0,1,45,t,2,5.0,Fair,Paris 9ème
91912,1196151152827513144,https://www.airbnb.com/rooms/1196151152827513144,588283836,100,f,Hôtel-de-Ville,48.85848140382435,2.350750168786617,Entire home/apt,3,1.0,2.0,2.0,200.0,2,60,t,2,5.0,Fair,Paris 4ème
91915,1196843339559664694,https://www.airbnb.com/rooms/1196843339559664694,487408907,100,f,Buttes-Chaumont,48.87848,2.371,Private room,2,1.0,1.0,1.0,89.0,3,365,t,3,5.0,Low-cost,Paris 19ème
91918,1196278676324484769,https://www.airbnb.com/rooms/1196278676324484769,70746328,100,f,Popincourt,48.8583432204307,2.3829974476836018,Entire home/apt,4,1.0,1.0,1.0,110.0,2,28,t,1,5.0,Fair,Paris 11ème
91929,1196162437466898632,https://www.airbnb.com/rooms/1196162437466898632,77879870,100,f,Reuilly,48.83818261635559,2.397318882310917,Entire home/apt,6,1.0,2.0,3.0,170.0,3,365,t,4,5.0,Fair,Paris 12ème
91930,1196164531969140960,https://www.airbnb.com/rooms/1196164531969140960,564048770,100,f,Vaugirard,48.84377718872151,2.320706899114238,Entire home/apt,4,1.0,1.0,2.0,157.0,1,365,t,12,5.0,Fair,Paris 15ème
91931,1196164891055208986,https://www.airbnb.com/rooms/1196164891055208986,50978178,99,f,Élysée,48.86618,2.3231,Entire home/apt,2,1.0,1.0,1.0,173.0,1,365,t,2,5.0,Fair,Paris 8ème
91935,1196169511613316649,https://www.airbnb.com/rooms/1196169511613316649,564048770,100,f,Luxembourg,48.84574977085117,2.320620885355643,Entire home/apt,2,1.0,1.0,1.0,114.0,1,365,t,8,5.0,Fair,Paris 6ème
91938,1196849450815809976,https://www.airbnb.com/rooms/1196849450815809976,50978178,99,f,Élysée,48.86792,2.32317,Entire home/apt,2,1.0,1.0,1.0,157.0,1,365,t,3,5.0,Fair,Paris 8ème
91963,1196186578627102326,https://www.airbnb.com/rooms/1196186578627102326,564048770,100,f,Vaugirard,48.84448848918386,2.3207420072460767,Entire home/apt,4,1.0,1.0,2.0,144.0,1,365,t,10,5.0,Fair,Paris 15ème
91964,1196190173608527062,https://www.airbnb.com/rooms/1196190173608527062,564048770,100,f,Luxembourg,48.84541687418395,2.3225744940071738,Entire home/apt,4,1.0,1.0,2.0,193.0,1,365,t,6,5.0,Fair,Paris 6ème
91986,1196199407559532252,https://www.airbnb.com/rooms/1196199407559532252,564048770,100,f,Vaugirard,48.84395719134623,2.320813458696808,Entire home/apt,2,1.0,1.0,1.0,109.0,1,365,t,6,5.0,Fair,Paris 15ème
92024,1196900559164032202,https://www.airbnb.com/rooms/1196900559164032202,23773451,100,f,Bourse,48.868817971194034,2.332183482596991,Entire home/apt,4,1.0,1.0,2.0,176.0,2,365,t,2,5.0,Fair,Paris 2ème
92025,1196901199301905875,https://www.airbnb.com/rooms/1196901199301905875,577467109,100,f,Bourse,48.86483692165488,2.35123015099807,Entire home/apt,4,1.0,1.0,2.0,296.0,1,45,t,2,5.0,Premium,Paris 2ème
92026,1196901668492058724,https://www.airbnb.com/rooms/1196901668492058724,577467109,100,f,Bourse,48.86651,2.35267,Entire home/apt,4,1.0,1.0,2.0,287.0,1,45,t,1,5.0,Premium,Paris 2ème
92037,1196902030252879262,https://www.airbnb.com/rooms/1196902030252879262,577467109,100,f,Bourse,48.86619723042086,2.3513892938192407,Entire home/apt,4,1.0,1.0,2.0,287.0,1,45,t,1,5.0,Premium,Paris 2ème
92046,1196377290928763167,https://www.airbnb.com/rooms/1196377290928763167,306243786,100,f,Opéra,48.87303,2.33869,Entire home/apt,2,1.0,1.0,1.0,102.0,1,40,t,2,5.0,Fair,Paris 9ème
92047,1196382035319537922,https://www.airbnb.com/rooms/1196382035319537922,57964748,100,f,Vaugirard,48.85128899654548,2.284846688093783,Entire home/apt,4,1.0,1.0,1.0,132.0,1,5,t,1,5.0,Fair,Paris 15ème
92054,1197001904495385219,https://www.airbnb.com/rooms/1197001904495385219,311123183,100,t,Gobelins,48.8271858,2.370502,Private room,3,1.0,1.0,2.0,85.0,2,365,t,1,5.0,Low-cost,Paris 13ème
92060,1197013860497817585,https://www.airbnb.com/rooms/1197013860497817585,436103373,100,f,Palais-Bourbon,48.8575402,2.3057945,Entire home/apt,4,1.0,2.0,2.0,407.0,3,365,t,2,5.0,Premium,Paris 7ème
92065,1196907238256398052,https://www.airbnb.com/rooms/1196907238256398052,577467109,100,f,Temple,48.86476,2.35342,Entire home/apt,3,1.0,1.0,2.0,192.0,1,45,t,1,5.0,Fair,Paris 3ème
92067,1196910649317337421,https://www.airbnb.com/rooms/1196910649317337421,577467109,100,f,Temple,48.8661,2.35341,Entire home/apt,3,1.0,1.0,2.0,210.0,1,45,t,1,5.0,Fair,Paris 3ème
92068,1196910811744911710,https://www.airbnb.com/rooms/1196910811744911710,577467109,100,f,Temple,48.86503,2.35344,Entire home/apt,6,1.0,2.0,3.0,251.0,1,45,t,3,5.0,Premium,Paris 3ème
92070,1196910918735485358,https://www.airbnb.com/rooms/1196910918735485358,577467109,100,f,Temple,48.86441280786651,2.3531898387808763,Entire home/apt,3,1.0,1.0,2.0,197.0,1,45,t,2,5.0,Fair,Paris 3ème
92079,1197037541694259726,https://www.airbnb.com/rooms/1197037541694259726,588571627,100,f,Louvre,48.86549,2.33159,Entire home/apt,2,1.0,0.0,1.0,108.0,1,365,t,1,5.0,Fair,Paris 1er
92082,1196911300507067655,https://www.airbnb.com/rooms/1196911300507067655,577467109,100,f,Temple,48.86574483281757,2.353442211430026,Entire home/apt,6,1.0,2.0,3.0,251.0,1,45,t,1,5.0,Premium,Paris 3ème
92083,1196911466564621634,https://www.airbnb.com/rooms/1196911466564621634,577467109,100,f,Temple,48.864734476275935,2.3533819360522923,Entire home/apt,3,1.0,1.0,2.0,192.0,1,45,t,1,5.0,Fair,Paris 3ème
92097,1196911698009144346,https://www.airbnb.com/rooms/1196911698009144346,577467109,100,f,Bourse,48.86655586645801,2.351515300144075,Entire home/apt,6,1.0,2.0,3.0,251.0,1,45,t,1,5.0,Premium,Paris 2ème
92110,1196912024284115982,https://www.airbnb.com/rooms/1196912024284115982,577467109,100,f,Bourse,48.86611,2.35114,Entire home/apt,6,1.0,2.0,3.0,251.0,1,45,t,2,5.0,Premium,Paris 2ème
92116,1196506292336549057,https://www.airbnb.com/rooms/1196506292336549057,1114248,100,t,Panthéon,48.84296316544316,2.360966461423301,Entire home/apt,6,1.0,2.0,4.0,159.0,5,365,t,1,5.0,Fair,Paris 5ème
92117,1196511128954583650,https://www.airbnb.com/rooms/1196511128954583650,588416758,100,f,Élysée,48.87325093527041,2.301701456308365,Entire home/apt,3,1.0,1.0,1.0,120.0,2,30,t,6,5.0,Fair,Paris 8ème
92128,1197065891193082490,https://www.airbnb.com/rooms/1197065891193082490,52963433,100,f,Buttes-Montmartre,48.89639,2.34643,Entire home/apt,3,1.0,1.0,1.0,100.0,1,365,t,2,5.0,Fair,Paris 18ème
92134,1196912673673820988,https://www.airbnb.com/rooms/1196912673673820988,577467109,100,f,Temple,48.86455976274899,2.353397263300556,Entire home/apt,2,1.0,0.0,1.0,210.0,1,45,t,3,5.0,Fair,Paris 3ème
92135,1196912767088802258,https://www.airbnb.com/rooms/1196912767088802258,577467109,100,f,Bourse,48.865129744786216,2.3511782858156955,Entire home/apt,3,1.0,1.0,2.0,210.0,1,45,t,2,5.0,Fair,Paris 2ème
92136,1196912871912920688,https://www.airbnb.com/rooms/1196912871912920688,577467109,100,f,Temple,48.86471559431562,2.3535218319245708,Entire home/apt,6,1.0,2.0,3.0,251.0,1,45,t,2,5.0,Premium,Paris 3ème
92150,1196913077576505560,https://www.airbnb.com/rooms/1196913077576505560,577467109,100,f,Temple,48.86438879484081,2.352900712739862,Entire home/apt,6,1.0,2.0,3.0,251.0,1,45,t,2,5.0,Premium,Paris 3ème
92161,1197100472803299234,https://www.airbnb.com/rooms/1197100472803299234,203033214,100,f,Entrepôt,48.8728,2.37193,Entire home/apt,6,3.0,3.0,3.0,363.0,2,365,t,1,5.0,Premium,Paris 10ème
92182,1197106207361005466,https://www.airbnb.com/rooms/1197106207361005466,586020788,100,f,Temple,48.861965580966775,2.360946352756528,Entire home/apt,2,1.0,1.0,1.0,141.0,2,30,t,1,5.0,Fair,Paris 3ème
92193,1196946414254565817,https://www.airbnb.com/rooms/1196946414254565817,11498980,100,f,Bourse,48.869735885416894,2.3409338377743336,Entire home/apt,4,1.0,1.0,2.0,117.0,2,365,t,1,5.0,Fair,Paris 2ème
92199,1197596726865405828,https://www.airbnb.com/rooms/1197596726865405828,588583266,100,f,Opéra,48.8817276,2.3472555,Private room,2,1.0,1.0,1.0,167.0,1,365,t,2,5.0,Fair,Paris 9ème
92200,1197598908087050547,https://www.airbnb.com/rooms/1197598908087050547,588583266,100,f,Opéra,48.8817276,2.3472555,Private room,3,1.0,1.0,2.0,197.0,1,365,t,3,5.0,Fair,Paris 9ème
92212,1197152867271221421,https://www.airbnb.com/rooms/1197152867271221421,22599500,100,f,Passy,48.85847,2.28638,Entire home/apt,2,1.0,1.0,1.0,210.0,6,365,t,2,5.0,Fair,Paris 16ème
92217,1197164144359621856,https://www.airbnb.com/rooms/1197164144359621856,136013679,100,f,Élysée,48.8757453,2.2990372,Entire home/apt,2,1.0,1.0,1.0,100.0,2,365,t,1,5.0,Fair,Paris 8ème
92225,1197625019833756272,https://www.airbnb.com/rooms/1197625019833756272,39691277,100,f,Observatoire,48.82693073306197,2.331766985038258,Entire home/apt,2,1.0,1.0,2.0,157.0,2,120,t,1,5.0,Fair,Paris 14ème
